1.475691516138391762e+03,1.914748245599723305e+03,1.357359257606067331e+03,1.361515787568698897e+03,8.495599159325847722e+02,1.650144023808770498e+03,2.050663600920933732e+03,1.905165006349716123e+03,1.338326290193879231e+03,1.570075447215562690e+03,1.195885369456123499e+03,1.902632000667088960e+03,1.341758805465306750e+03,1.280828083706172265e+03,2.598671838460073104e+03,5.156125199778268779e+02,9.399705180616454072e+02,1.300224999006763937e+03,1.461684755828627658e+03,1.657851990440005920e+03,2.360243392812069942e+03,1.243521087703216608e+03,1.026167974006430086e+03,1.728764452408509442e+03,1.602849424110831478e+03,1.177235177029685019e+03,1.952897354225861818e+03,8.981917697740483391e+02,1.238785587192230651e+03,9.705088282899155274e+02,1.699227034584191415e+03,1.302021851638047337e+03
1.958043728496321364e+03,1.878820743191078691e+03,1.980276528923949172e+03,7.424421887967841940e+02,5.628146696726430491e+02,1.625013326474344467e+03,1.674507497977823505e+03,2.174572532330712875e+03,1.666844047427686291e+03,1.522712620676468305e+03,1.650840170035083702e+03,2.063103806324116704e+03,1.707862905533379489e+03,1.334889905019546859e+03,1.887303290755414537e+03,1.873782966135099741e+03,2.264940449853062546e+03,1.246653475845347430e+03,1.459785613316586023e+03,1.124335135463332790e+03,1.010062663453904861e+03,1.680553095287573342e+03,1.469441653504839451e+03,1.903702019876345730e+03,1.821472303490977993e+03,1.816835599191532310e+03,1.475460005541080136e+03,2.082839926549905613e+03,8.916603043342548744e+02,5.169415238679362119e+02,1.292504123982516830e+03,1.768168508282982202e+03
1.424309504928470915e+03,1.414548794146018963e+03,1.668012113788986198e+03,1.199746601834405737e+03,1.838109940053412402e+03,1.055501800717732522e+03,1.292163622606640274e+03,1.252658138911605647e+03,2.309390692931707235e+03,1.704772309049557180e+03,1.895110937582427141e+03,1.892155033935399615e+03,1.257539093440625038e+03,2.019264967465705240e+03,1.182215943757133346e+03,1.205514699040039432e+03,1.841427134816391344e+03,1.291347614597661050e+03,1.814217654338633110e+03,1.446657738635842861e+03,1.478640158085726171e+03,1.583849861529415648e+03,2.180263008232080665e+03,1.161863028353474647e+03,1.322497122188175354e+03,1.922606011948553487e+03,1.520249418456720377e+03,2.027825972762836727e+03,2.072595730453048873e+03,8.230620552847451563e+02,1.077230826991196409e+03,2.573615559810158629e+03
7.039864301011774614e+02,1.579947465867293658e+03,1.401591771482001377e+03,1.787992486311511584e+03,1.508170129384161328e+03,1.113450867825995147e+03,2.546965419990807277e+03,1.440294377952441891e+03,1.157805954697408197e+03,2.171927633344654623e+03,2.089745577149615201e+03,2.055772891501748745e+03,1.828815288805261844e+03,7.348991725186532449e+02,1.104222208642304849e+03,1.177159612256722994e+03,1.843819016874102317e+03,2.158255072528680103e+03,7.677060477347615688e+02,1.367417621027972928e+03,1.550470551292356959e+03,9.864445938516051910e+02,1.778787780407305718e+03,1.873786416168069081e+03,1.931926508092135919e+03,9.066289231856642346e+02,1.323602471659411322e+03,1.823751484847267875e+03,1.489295766572994125e+03,2.489069414094110016e+03,2.043186090149795064e+03,1.575832636176438655e+03
1.243758062207260309e+03,2.063373774362346921e+03,2.260388126771121279e+03,6.257744364023496928e+02,1.678906076017832447e+03,1.654152634048708705e+03,2.194688845438533008e+03,1.030071682225329141e+03,1.580330814916890631e+03,2.114455677060026119e+03,1.352332710652450714e+03,1.106315491998294647e+03,1.107641682666444012e+03,1.181945498569640449e+03,1.539338714381038471e+03,1.632711614713965446e+03,7.259876232866049577e+02,2.440843320881086584e+03,1.171562323414711045e+03,1.939253346736369394e+03,2.244035640778459765e+03,1.024966812589772644e+03,1.223036084477554368e+03,1.799190954198432564e+03,1.164885828853064140e+03,1.951063995763236562e+03,1.461755605294950783e+03,1.510421927993340205e+03,1.375092449201715681e+03,9.854667207157855273e+02,1.708956262278758913e+03,1.645654755742802763e+03
1.794684429065011500e+03,1.501015034548770700e+03,9.375330667278758483e+02,1.503595106737783453e+03,1.606257997462734693e+03,1.246498402549872708e+03,1.135753560276867802e+03,1.805946950450178974e+03,1.614090115361607786e+03,1.627372845786637754e+03,2.125467916145651543e+03,1.095393940545648547e+03,7.585526287983685734e+02,2.294783592545705687e+03,2.241910400718366418e+03,1.808994229548615976e+03,1.723255372307343350e+03,1.519320456704067965e+03,1.467129747692350065e+03,1.558093676693430780e+03,1.914335161707223733e+03,1.489545375295803524e+03,8.547343564081536442e+02,1.021046793280506108e+03,1.793949248657706448e+03,1.298438974397102129e+03,2.311222154799941109e+03,1.375789687173787797e+03,2.087704847397442791e+03,8.260165932373927262e+02,1.238919760459045619e+03,2.489007385473184058e+03
1.426775293154727024e+03,1.512140864124100062e+03,1.922115612690567104e+03,9.793188361033281808e+02,1.995696714445552743e+03,1.262435317341622749e+03,1.890169841695033483e+03,1.891010650508476374e+03,1.943548410033761684e+03,1.175589522191301057e+03,1.636570461935898948e+03,1.644734934262504567e+03,1.055631458678201852e+03,2.175678958573898399e+03,9.856463090780254106e+02,2.289990248569835330e+03,1.407871800969787728e+03,1.827196521962310953e+03,1.408493211959766086e+03,1.647458835070740406e+03,1.888264940760108857e+03,1.681622551808249000e+03,1.030104825711831836e+03,9.800909699531605384e+02,1.838311796457083346e+03,1.595593203269657124e+03,1.509107257349585780e+03,1.403309535787404229e+03,1.389386999525345800e+03,1.805680958012903602e+03,1.265579001585694868e+03,1.139704160864010646e+03
1.139091124698994690e+03,8.997315128061668474e+02,1.536683545194874341e+03,1.841224467336548969e+03,1.930851966794826012e+03,1.486477187814398121e+03,1.401769973608904365e+03,8.162418970730675483e+02,1.924497530332748283e+03,1.861745247329209860e+03,1.556503845766211043e+03,1.354441303633048392e+03,1.396299699423158017e+03,1.123916124345259050e+03,1.583562465374537396e+03,1.236889017849194715e+03,1.269392161589272291e+03,1.798221431600985852e+03,1.783948201735101293e+03,1.414664383165387335e+03,1.562434457328497729e+03,1.684791743982857952e+03,1.208327459354149141e+03,9.650286710042822733e+02,1.350164468482421398e+03,1.614854063457575194e+03,1.789854218919246705e+03,2.070269728062027298e+03,1.657633259268381607e+03,2.553058599751576367e+03,2.063314910095786672e+03,9.827318321874397498e+02
1.840935982741410044e+03,1.071535856001352386e+03,1.240752526627711404e+03,2.624153203409828166e+03,9.044650115490038615e+02,6.415458037305085099e+02,2.032433353493625873e+03,1.742288060363109253e+03,1.090022075367002799e+03,2.019382890162482909e+03,1.823220613304387825e+03,1.875266550047678265e+03,1.645404585134186846e+03,1.891670584415531721e+03,2.256894175353222181e+03,1.117452806291929846e+03,1.571850376331763073e+03,2.037129948697545615e+03,2.184801558454768838e+03,1.841187317625079686e+03,1.449512015391205523e+03,1.583448835103978581e+03,9.594872341955011734e+02,9.218987972758878868e+02,1.785812271014412772e+03,1.673992781975789057e+03,1.335483376313171448e+03,1.797135604854979192e+03,1.069566576383785787e+03,1.077034173034042396e+03,1.710245764734877412e+03,1.578891534798148086e+03
1.928656091044716277e+03,1.465119937186404741e+03,2.025253083258015749e+03,2.275813986112375005e+03,1.385937779984765939e+03,1.233937632433563067e+03,1.702544681337383508e+03,1.687007386314366613e+03,9.835335283487427205e+02,1.387357499479236367e+03,1.226743238069768495e+03,1.659711653479631650e+03,1.459780296707863272e+03,1.222762437442391729e+03,1.499635018493080679e+03,3.190700088382898230e+02,1.622937158025527424e+03,1.191428003646281695e+03,1.957331194619831876e+03,1.678276911822435068e+03,1.441243338741194520e+03,1.218927796759947341e+03,1.832929871225652960e+03,1.479104453347170420e+03,1.529897812351802486e+03,1.688393966898320741e+03,2.011472141829822704e+03,1.427004689877855981e+03,1.619727194096300082e+03,1.118462865338779693e+03,2.356657361235507324e+03,1.108077978304729186e+03
