-0.005261,-0.006709
-0.005236,0.004179
0.001462,0.004331
0.001135,-0.012448
-0.003642,-0.005495
-0.002270,0.008444
0.006223,0.003349
0.006877,0.004253
0.003735,0.002003
-0.004058,-0.003632
0.007769,-0.004797
0.003856,-0.002861
-0.005220,0.005682
-0.003789,-0.004731
0.002904,-0.000278
0.000170,-0.009972
-0.001895,-0.003337
0.000002,0.010804
0.002464,0.001601
-0.003259,0.001047
0.000493,0.005327
0.010036,-0.001141
0.002962,0.001804
0.003029,0.005772
-0.003740,0.006365
-0.001291,0.006080
0.002698,0.002399
-0.005347,-0.001945
-0.000274,0.000250
0.008910,-0.001496
-0.006502,0.006311
0.005073,0.001368
0.002472,0.001093
0.001421,0.009877
-0.002092,0.009109
0.004724,-0.002085
0.004238,0.000107
-0.000490,0.003330
-0.004632,0.002248
-0.004664,-0.003146
-0.012326,-0.002383
-0.005920,-0.005945
0.000089,-0.000494
0.007201,-0.005620
-0.005562,0.000435
0.001313,0.005145
0.002344,-0.017119
0.000524,-0.009230
-0.003726,0.008328
0.010355,0.000230
